% Al
%  Energy (wl)  n            
 5.05913384	-0.7138	3.6792
5.026522055	-0.73602	3.6738
1.505155731	-26.177	14.356
1.502274212	-26.358	14.499
1.499421839	-26.371	14.599
1.496562212	-26.473	14.604
1.493713472	-26.681	14.692
1.490893484	-26.694	14.787
1.488066264	-26.812	14.692
1.485249746	-27.054	14.868
1.482461595	-26.959	14.897
1.479666233	-27.187	14.999
1.476881394	-27.203	15.064
1.474124544	-27.371	15.054
1.471360506	-27.401	15.153
1.468606813	-27.613	15.22
1.46588074	-27.702	15.373
1.463147502	-27.785	15.407
1.46044164	-27.815	15.441
1.457728628	-27.922	15.458
1.455025678	-28.136	15.545
1.452349745	-28.162	15.658
1.449666686	-28.348	15.638
1.447010411	-28.566	15.864
1.444347025	-28.52	15.897
1.441710191	-28.613	15.901
1.439066264	-28.821	15.987
1.436448658	-28.873	15.998
1.433823976	-28.877	16.14
1.431225389	-29.036	16.179
1.428619743	-29.207	16.194
1.426039969	-29.341	16.305
1.423453152	-29.442	16.38
1.420891987	-29.504	16.331
1.418340022	-29.506	16.515
1.41578104	-29.69	16.561
1.413247384	-29.821	16.609
1.410706729	-29.873	16.636
1.408191186	-30.047	16.865
1.405684599	-30.165	16.952
1.403171039	-30.126	17.011
1.400682276	-30.367	16.978
1.398202325	-30.291	17.084
1.395715429	-30.666	17.125
1.39325302	-30.728	17.24
1.390799284	-30.837	17.272
1.388354176	-30.954	17.288
1.385902159	-31.049	17.462
1.383474224	-31.063	17.577
1.381054782	-31.285	17.654
1.378643787	-31.331	17.58
1.376225919	-31.511	17.719
1.37383174	-31.601	17.875
1.371445876	-31.807	17.862
1.369068286	-31.864	17.938
1.366698924	-31.987	17.919
1.364322737	-32.099	18.067
1.361969758	-32.091	18.178
1.359624882	-32.327	18.213
1.357288066	-32.37	18.28
1.35495927	-32.405	18.308
1.35263845	-32.536	18.402
1.350325568	-32.426	18.547
1.348020582	-32.808	18.607
1.345723451	-32.905	18.606
1.343434136	-32.89	18.59
1.34113809	-33.228	18.867
1.338864336	-32.993	18.693
1.33659828	-33.31	19.01
1.33433988	-33.199	18.865
1.3320891	-33.381	19.004
1.329845901	-33.622	19.128
1.327624459	-33.712	19.334
1.325396259	-33.794	19.117
1.323175525	-33.993	19.31
1.32096222	-34.009	19.441
1.318756308	-34.337	19.447
1.31655775	-34.082	19.454
1.314366511	-34.502	19.629
1.312182554	-34.312	19.495
1.310005843	-34.372	19.739
1.307836341	-34.625	19.89
1.305687764	-34.589	20.024
1.303532529	-35.15	20.089
1.301384398	-35.221	20.017
1.299243335	-35.124	20.053
1.297109306	-35.434	20.319
1.294982275	-35.33	20.371
1.292875691	-35.262	20.55
1.290762511	-35.588	20.559
1.288656228	-35.821	20.538
1.286556808	-35.706	20.769
1.284477524	-36.104	20.807
1.282391686	-36.053	21.166
1.280312612	-36.095	20.721
1.278253446	-36.217	20.74
1.276187757	-36.307	21.227
1.274128734	-36.397	21.097
1.272089396	-36.543	21.272
1.270043566	-36.942	21.111
1.268004306	-36.748	21.448
1.26598451	-36.853	21.495
1.263958254	-36.907	21.623
1.261951317	-37.343	21.734
1.25993794	-37.127	21.824
1.257943741	-37.158	21.871
1.255943121	-37.652	21.895
1.253961537	-37.264	21.915
1.251973554	-37.516	21.916
1.250004466	-37.618	22.072
1.248029	-37.857	22.038
1.246072292	-38.214	22.375
1.244109225	-38.28	22.305
1.242164778	-38.064	22.37
0.730704941	-35.30560544	18.64813648
